3.286779000000000000e+07;6.467220000000000000e+05;2.316681000000000000e+06;7.398140000000000000e+05;1.126183000000000000e+06;1.849400000000000000e+05;1.098409000000000000e+06;3.670780000000000000e+05;1.136970000000000000e+05;1.449650000000000000e+05;5.051710000000000000e+05;5.016600000000000000e+04;8.324300000000000000e+04;1.344800000000000000e+04;2.112200000000000000e+04
1.012298000000000000e+06;1.436371600000000000e+07;3.036058000000000000e+06;1.379922000000000000e+06;4.617380000000000000e+05;8.029450000000000000e+05;9.466590000000000000e+05;1.671387000000000000e+06;8.637900000000000000e+04;3.129690000000000000e+05;3.077180000000000000e+05;1.623940000000000000e+05;2.644610000000000000e+05;2.704000000000000000e+03;1.197500000000000000e+04
2.980103000000000000e+06;2.293300000000000000e+06;5.630810900000000000e+07;1.432875000000000000e+06;1.867960000000000000e+05;3.600350000000000000e+05;5.683760000000000000e+05;1.070005000000000000e+06;2.463530000000000000e+05;5.976560000000000000e+05;1.188789000000000000e+06;6.158700000000000000e+04;3.507440000000000000e+05;4.936000000000000000e+03;1.678800000000000000e+04
7.241850000000000000e+05;1.042131000000000000e+06;1.008488000000000000e+06;2.328659500000000000e+07;5.873800000000000000e+04;2.099830000000000000e+05;4.108400000000000000e+05;5.163500000000000000e+05;2.649500000000000000e+04;1.339160000000000000e+05;2.167050000000000000e+05;5.078800000000000000e+04;1.886930000000000000e+05;2.031000000000000000e+03;5.575000000000000000e+03
7.125240000000000000e+05;1.806660000000000000e+05;9.188500000000000000e+04;3.674800000000000000e+04;7.011467000000000000e+06;3.670100000000000000e+04;5.162000000000000000e+04;2.308000000000000000e+04;7.363000000000000000e+03;1.098700000000000000e+04;1.005000000000000000e+04;6.926000000000000000e+03;8.796000000000000000e+03;7.720000000000000000e+02;2.204000000000000000e+03
7.880800000000000000e+04;3.207890000000000000e+05;1.134650000000000000e+05;1.083340000000000000e+05;2.302500000000000000e+04;1.632753700000000000e+07;2.313800000000000000e+05;1.164750000000000000e+05;3.925000000000000000e+03;2.403400000000000000e+04;2.539700000000000000e+04;1.282170000000000000e+05;1.417300000000000000e+04;4.240000000000000000e+02;1.793000000000000000e+03
5.443290000000000000e+05;3.925300000000000000e+05;1.879420000000000000e+05;2.584380000000000000e+05;5.736500000000000000e+04;2.304830000000000000e+05;1.067739300000000000e+07;9.880100000000000000e+04;9.005000000000000000e+03;2.733300000000000000e+04;3.238000000000000000e+04;5.763300000000000000e+04;2.010400000000000000e+04;8.210000000000000000e+02;2.805000000000000000e+03
2.847970000000000000e+05;1.310202000000000000e+06;5.503160000000000000e+05;6.086420000000000000e+05;2.783000000000000000e+04;2.526460000000000000e+05;2.484960000000000000e+05;4.355256100000000000e+07;5.714600000000000000e+04;2.954290000000000000e+05;1.014930000000000000e+05;1.732000000000000000e+04;3.970000000000000000e+04;1.242000000000000000e+03;7.407000000000000000e+03
1.422330000000000000e+05;1.015090000000000000e+05;3.908410000000000000e+05;3.969800000000000000e+04;1.191600000000000000e+04;1.123900000000000000e+04;1.559900000000000000e+04;1.300440000000000000e+05;1.190949000000000000e+06;2.269800000000000000e+04;1.690100000000000000e+04;1.218000000000000000e+03;4.981000000000000000e+03;4.410000000000000000e+02;1.829000000000000000e+03
1.048110000000000000e+05;1.862000000000000000e+05;3.835530000000000000e+05;9.048900000000000000e+04;1.204300000000000000e+04;2.904200000000000000e+04;2.752600000000000000e+04;2.307200000000000000e+05;2.024400000000000000e+04;3.024765000000000000e+06;3.446000000000000000e+04;7.276000000000000000e+03;1.664900000000000000e+04;6.880000000000000000e+02;1.309000000000000000e+03
5.579020000000000000e+05;2.053040000000000000e+05;1.093906000000000000e+06;2.469710000000000000e+05;1.856300000000000000e+04;4.956800000000000000e+04;5.662400000000000000e+04;1.276200000000000000e+05;1.129300000000000000e+04;5.299900000000000000e+04;2.771390000000000000e+06;2.308500000000000000e+04;4.132400000000000000e+04;1.682000000000000000e+03;1.459000000000000000e+03
3.812700000000000000e+04;6.801500000000000000e+04;2.501100000000000000e+04;2.652400000000000000e+04;6.801000000000000000e+03;1.059660000000000000e+05;3.321000000000000000e+04;8.185000000000000000e+03;8.900000000000000000e+02;3.830000000000000000e+03;1.577200000000000000e+04;1.784322000000000000e+06;2.555000000000000000e+03;1.270000000000000000e+02;3.200000000000000000e+02
4.412500000000000000e+04;1.442430000000000000e+05;1.267970000000000000e+05;9.348800000000000000e+04;8.804000000000000000e+03;2.055400000000000000e+04;1.497700000000000000e+04;5.594500000000000000e+04;2.591000000000000000e+03;1.686600000000000000e+04;2.055500000000000000e+04;3.057000000000000000e+03;2.240393000000000000e+06;3.630000000000000000e+02;3.200000000000000000e+02
1.469200000000000000e+04;2.138000000000000000e+03;3.738000000000000000e+03;1.972000000000000000e+03;1.241000000000000000e+03;7.980000000000000000e+02;1.685000000000000000e+03;1.385000000000000000e+03;3.870000000000000000e+02;6.210000000000000000e+02;1.153000000000000000e+03;1.700000000000000000e+02;3.470000000000000000e+02;2.579320000000000000e+05;2.420000000000000000e+02
2.374700000000000000e+04;1.015200000000000000e+04;2.273900000000000000e+04;6.073000000000000000e+03;2.401000000000000000e+03;1.628000000000000000e+03;3.013000000000000000e+03;1.187100000000000000e+04;1.572000000000000000e+03;1.130000000000000000e+03;1.721000000000000000e+03;1.900000000000000000e+02;3.950000000000000000e+02;4.640000000000000000e+02;3.134080000000000000e+05
